expt	samplepos	time	temp	x465_580
dye-titration	A5	139300	54.29	1.24
dye-titration	A5	140567	54.56	1.24
dye-titration	A5	141833	54.73	1.26
dye-titration	A5	143100	54.97	1.26
dye-titration	A5	144350	55.16	1.28
dye-titration	A5	145617	55.34	1.28
dye-titration	A5	146867	55.59	1.29
dye-titration	A5	148150	55.79	1.29
dye-titration	A5	149417	55.99	1.31
dye-titration	A5	150667	56.19	1.32
dye-titration	A5	151933	56.36	1.33
dye-titration	A5	153217	56.61	1.35
dye-titration	A5	154467	56.84	1.36
dye-titration	A5	155733	57.01	1.37
dye-titration	A5	157000	57.24	1.39
dye-titration	A5	158267	57.4	1.4
dye-titration	A5	159533	57.63	1.43
dye-titration	A5	160784	57.85	1.43
dye-titration	A5	162050	58.07	1.45
dye-titration	A5	163317	58.26	1.46
dye-titration	A5	164583	58.46	1.48
dye-titration	A5	165833	58.69	1.49
dye-titration	A5	167100	58.88	1.52
dye-titration	A5	168350	59.06	1.53
dye-titration	A5	169633	59.28	1.55
dye-titration	A5	170883	59.51	1.57
dye-titration	A5	172133	59.7	1.59
dye-titration	A5	173383	59.92	1.61
dye-titration	A5	174650	60.11	1.63
dye-titration	A5	175900	60.29	1.65
dye-titration	A5	177167	60.55	1.67
dye-titration	A5	178417	60.74	1.7
dye-titration	A5	179683	60.95	1.71
dye-titration	A5	180933	61.12	1.74
dye-titration	A5	182183	61.34	1.77
dye-titration	A5	183467	61.57	1.8
dye-titration	A5	184717	61.76	1.82
dye-titration	A5	185983	61.98	1.86
dye-titration	A5	187250	62.17	1.89
dye-titration	A5	188517	62.36	1.92
dye-titration	A5	189767	62.61	1.95
dye-titration	A5	191050	62.81	1.99
dye-titration	A5	192300	63.03	2.02
dye-titration	A5	193567	63.18	2.05
dye-titration	A5	194833	63.42	2.1
dye-titration	A5	196100	63.64	2.12
dye-titration	A5	197367	63.86	2.17
dye-titration	A5	198617	64.03	2.22
dye-titration	A5	199883	64.24	2.26
dye-titration	A5	201150	64.46	2.3
dye-titration	A5	202417	64.67	2.35
dye-titration	A5	203683	64.88	2.4
dye-titration	A5	204950	65.07	2.46
dye-titration	A5	206217	65.27	2.51
dye-titration	A5	207483	65.51	2.56
dye-titration	A5	208733	65.7	2.63
dye-titration	A5	210017	65.87	2.7
dye-titration	A5	211267	66.09	2.75
dye-titration	A5	212533	66.3	2.82
dye-titration	A5	213784	66.53	2.88
dye-titration	A5	215050	66.74	2.96
dye-titration	A5	216317	66.92	3.02
dye-titration	A5	217567	67.16	3.11
dye-titration	A5	218817	67.34	3.18
dye-titration	A5	220083	67.56	3.27
dye-titration	A5	221350	67.75	3.35
dye-titration	A5	222600	67.96	3.43
dye-titration	A5	223867	68.17	3.51
dye-titration	A5	225117	68.41	3.59
dye-titration	A5	226367	68.56	3.69
dye-titration	A5	227633	68.76	3.76
dye-titration	A5	228883	68.99	3.86
dye-titration	A5	230150	69.2	3.93
dye-titration	A5	231417	69.41	4.02
dye-titration	A5	232667	69.62	4.1
dye-titration	A5	233950	69.83	4.18
dye-titration	A5	235217	70.03	4.25
dye-titration	A5	236467	70.26	4.32
dye-titration	A5	237733	70.41	4.38
dye-titration	A5	239000	70.65	4.44
dye-titration	A5	240267	70.85	4.49
dye-titration	A5	241517	71.06	4.56
dye-titration	A5	242784	71.26	4.62
dye-titration	A5	244050	71.46	4.66
dye-titration	A5	245317	71.67	4.67
dye-titration	A5	246567	71.91	4.72
dye-titration	A5	247833	72.08	4.75
dye-titration	A5	249100	72.29	4.78
dye-titration	A5	250350	72.49	4.79
dye-titration	A5	251617	72.73	4.81
dye-titration	A5	252883	72.93	4.81
dye-titration	A5	254133	73.11	4.82
dye-titration	A5	255400	73.31	4.85
dye-titration	A5	256667	73.55	4.85
dye-titration	A5	257917	73.74	4.86
dye-titration	A5	259200	73.95	4.85
dye-titration	A5	260450	74.15	4.84
dye-titration	A5	261717	74.36	4.84
dye-titration	A5	262967	74.57	4.85
dye-titration	A5	264233	74.77	4.83
dye-titration	A5	265500	74.94	4.82
dye-titration	A5	266767	75.18	4.79
dye-titration	A5	268033	75.38	4.78
dye-titration	A5	269300	75.62	4.77
dye-titration	A5	270567	75.8	4.76
dye-titration	A5	271817	76	4.74
dye-titration	A5	273083	76.22	4.7
dye-titration	A5	274350	76.46	4.69
dye-titration	A5	275617	76.64	4.68
dye-titration	A5	276867	76.84	4.66
dye-titration	A5	278133	77.02	4.63
dye-titration	A5	279417	77.26	4.63
dye-titration	A5	280667	77.48	4.58
dye-titration	A5	281933	77.66	4.57
dye-titration	A5	283183	77.84	4.55
dye-titration	A5	284433	78.07	4.51
dye-titration	A5	285700	78.28	4.49
dye-titration	A5	286950	78.52	4.46
dye-titration	A5	288217	78.68	4.45
dye-titration	A5	289467	78.89	4.41
dye-titration	A5	290750	79.13	4.4
dye-titration	A5	292017	79.32	4.37
dye-titration	A5	293283	79.53	4.33
dye-titration	A5	294533	79.71	4.29
dye-titration	A5	295800	79.93	4.24
dye-titration	A5	297050	80.17	4.23
dye-titration	A5	298317	80.35	4.21
dye-titration	A5	299567	80.55	4.18
dye-titration	A5	300817	80.76	4.14
dye-titration	A5	302083	80.97	4.12
dye-titration	A5	303350	81.18	4.07
dye-titration	A5	304600	81.38	4.04
dye-titration	A5	305867	81.59	4.02
dye-titration	A5	307133	81.8	3.99
dye-titration	A5	308400	82	3.97
dye-titration	A5	309667	82.21	3.93
dye-titration	A5	310933	82.39	3.89
dye-titration	A5	312200	82.62	3.87
dye-titration	A5	313467	82.83	3.83
dye-titration	A5	314717	83.05	3.78
dye-titration	A5	315983	83.22	3.74
dye-titration	A5	317250	83.43	3.69
dye-titration	A5	318517	83.67	3.67
dye-titration	A5	319784	83.87	3.62
dye-titration	A5	321050	84.08	3.58
dye-titration	A5	322317	84.24	3.55
dye-titration	A5	323567	84.47	3.51
dye-titration	A5	324833	84.68	3.46
dye-titration	B1	20750	34.97	2.9
dye-titration	B1	22000	35.02	2.88
dye-titration	B1	23250	35.21	2.88
dye-titration	B1	24517	35.51	2.86
dye-titration	B1	25767	35.75	2.83
dye-titration	B1	27017	35.9	2.82
dye-titration	B1	28283	36.14	2.79
dye-titration	B1	29533	36.39	2.8
dye-titration	B1	30800	36.53	2.78
dye-titration	B1	32067	36.78	2.78
dye-titration	B1	33333	37	2.76
dye-titration	B1	34600	37.19	2.75
dye-titration	B1	35850	37.38	2.73
dye-titration	B1	37117	37.61	2.72
dye-titration	B1	38383	37.84	2.72
dye-titration	B1	39633	38.03	2.7
dye-titration	B1	40900	38.25	2.7
dye-titration	B1	42167	38.43	2.68
dye-titration	B1	43433	38.63	2.69
dye-titration	B1	44700	38.86	2.69
dye-titration	B1	45950	39.03	2.68
dye-titration	B1	47217	39.26	2.67
dye-titration	B1	48483	39.48	2.66
dye-titration	B1	49733	39.7	2.66
dye-titration	B1	51000	39.88	2.66
dye-titration	B1	52250	40.09	2.66
dye-titration	B1	53517	40.27	2.66
dye-titration	B1	54767	40.54	2.66
dye-titration	B1	56033	40.71	2.65
dye-titration	B1	57300	40.92	2.65
dye-titration	B1	58550	41.09	2.67
dye-titration	B1	59817	41.31	2.66
dye-titration	B1	61083	41.49	2.67
dye-titration	B1	62350	41.73	2.68
dye-titration	B1	63617	41.94	2.67
dye-titration	B1	64883	42.19	2.68
dye-titration	B1	66133	42.4	2.69
dye-titration	B1	67400	42.58	2.7
dye-titration	B1	68650	42.78	2.71
dye-titration	B1	69917	42.95	2.7
dye-titration	B1	71167	43.19	2.72
dye-titration	B1	72433	43.39	2.71
dye-titration	B1	73700	43.6	2.73
dye-titration	B1	74967	43.8	2.73
dye-titration	B1	76233	44	2.73
dye-titration	B1	77500	44.21	2.72
dye-titration	B1	78767	44.45	2.71
dye-titration	B1	80033	44.64	2.72
dye-titration	B1	81283	44.85	2.73
dye-titration	B1	82550	45.05	2.72
dye-titration	B1	83800	45.24	2.73
dye-titration	B1	85067	45.44	2.71
dye-titration	B1	86333	45.67	2.71
dye-titration	B1	87583	45.86	2.7
dye-titration	B1	88867	46.09	2.7
dye-titration	B1	90117	46.29	2.7
dye-titration	B1	91383	46.49	2.69
dye-titration	B1	92650	46.68	2.67
dye-titration	B1	93917	46.9	2.67
dye-titration	B1	95167	47.13	2.66
dye-titration	B1	96417	47.28	2.66
dye-titration	B1	97683	47.51	2.67
dye-titration	B1	98950	47.7	2.64
dye-titration	B1	100217	47.92	2.64
dye-titration	B1	101483	48.14	2.65
dye-titration	B1	102733	48.36	2.63
dye-titration	B1	104000	48.55	2.61
dye-titration	B1	105267	48.77	2.62
dye-titration	B1	106533	48.96	2.62
dye-titration	B1	107800	49.18	2.61
dye-titration	B1	109050	49.39	2.6
dye-titration	B1	110317	49.58	2.59
dye-titration	B1	111583	49.8	2.6
dye-titration	B1	112833	49.95	2.58
dye-titration	B1	114100	50.19	2.58
dye-titration	B1	115367	50.41	2.56
dye-titration	B1	116633	50.61	2.55
dye-titration	B1	117900	50.83	2.57
dye-titration	B1	119150	51.04	2.56
dye-titration	B1	120417	51.22	2.55
dye-titration	B1	121683	51.47	2.53
dye-titration	B1	122933	51.65	2.55
dye-titration	B1	124183	51.85	2.54
dye-titration	B1	125450	52.06	2.54
dye-titration	B1	126717	52.28	2.53
dye-titration	B1	127967	52.49	2.52
dye-titration	B1	129233	52.7	2.51
dye-titration	B1	130483	52.9	2.51
dye-titration	B1	131750	53.1	2.48
dye-titration	B1	133000	53.28	2.5
dye-titration	B1	134267	53.51	2.5
dye-titration	B1	135517	53.72	2.48
dye-titration	B1	136784	53.93	2.48
dye-titration	B1	138033	54.09	2.47
dye-titration	B1	139300	54.29	2.47
dye-titration	B1	140567	54.56	2.45
dye-titration	B1	141833	54.73	2.45
dye-titration	B1	143100	54.97	2.45
dye-titration	B1	144350	55.16	2.45
dye-titration	B1	145617	55.34	2.45
dye-titration	B1	146867	55.59	2.43
dye-titration	B1	148150	55.79	2.43
dye-titration	B1	149417	55.99	2.43
dye-titration	B1	150667	56.19	2.42
dye-titration	B1	151933	56.36	2.43
dye-titration	B1	153217	56.61	2.41
dye-titration	B1	154467	56.84	2.4
dye-titration	B1	155733	57.01	2.4
dye-titration	B1	157000	57.24	2.41
dye-titration	B1	158267	57.4	2.39
dye-titration	B1	159533	57.63	2.39
dye-titration	B1	160784	57.85	2.4
dye-titration	B1	162050	58.07	2.38
dye-titration	B1	163317	58.26	2.39
dye-titration	B1	164583	58.46	2.38
dye-titration	B1	165833	58.69	2.38
dye-titration	B1	167100	58.88	2.37
dye-titration	B1	168350	59.06	2.38
dye-titration	B1	169633	59.28	2.36
dye-titration	B1	170883	59.51	2.36
dye-titration	B1	172133	59.7	2.36
dye-titration	B1	173383	59.92	2.37
dye-titration	B1	174650	60.11	2.36
dye-titration	B1	175900	60.29	2.35
dye-titration	B1	177167	60.55	2.35
dye-titration	B1	178417	60.74	2.37
dye-titration	B1	179683	60.95	2.36
dye-titration	B1	180933	61.12	2.37
dye-titration	B1	182183	61.34	2.37
dye-titration	B1	183467	61.57	2.36
dye-titration	B1	184717	61.76	2.36
dye-titration	B1	185983	61.98	2.36
dye-titration	B1	187250	62.17	2.37
dye-titration	B1	188517	62.36	2.37
dye-titration	B1	189767	62.61	2.37
dye-titration	B1	191050	62.81	2.37
dye-titration	B1	192300	63.03	2.38
dye-titration	B1	193567	63.18	2.4
dye-titration	B1	194833	63.42	2.39
dye-titration	B1	196100	63.64	2.41
dye-titration	B1	197367	63.86	2.42
dye-titration	B1	198617	64.03	2.41
dye-titration	B1	199883	64.24	2.43
dye-titration	B1	201150	64.46	2.44
dye-titration	B1	202417	64.67	2.46
dye-titration	B1	203683	64.88	2.46
dye-titration	B1	204950	65.07	2.47
dye-titration	B1	206217	65.27	2.49
dye-titration	B1	207483	65.51	2.5
dye-titration	B1	208733	65.7	2.52
dye-titration	B1	210017	65.87	2.54
dye-titration	B1	211267	66.09	2.56
dye-titration	B1	212533	66.3	2.58
dye-titration	B1	213784	66.53	2.59
dye-titration	B1	215050	66.74	2.59
dye-titration	B1	216317	66.92	2.63
dye-titration	B1	217567	67.16	2.65
dye-titration	B1	218817	67.34	2.68
dye-titration	B1	220083	67.56	2.71
dye-titration	B1	221350	67.75	2.72
dye-titration	B1	222600	67.96	2.73
dye-titration	B1	223867	68.17	2.75
dye-titration	B1	225117	68.41	2.79
dye-titration	B1	226367	68.56	2.81
dye-titration	B1	227633	68.76	2.83
dye-titration	B1	228883	68.99	2.86
dye-titration	B1	230150	69.2	2.87
dye-titration	B1	231417	69.41	2.91
dye-titration	B1	232667	69.62	2.92
dye-titration	B1	233950	69.83	2.95
dye-titration	B1	235217	70.03	2.97
dye-titration	B1	236467	70.26	2.99
dye-titration	B1	237733	70.41	2.99
dye-titration	B1	239000	70.65	3.02
dye-titration	B1	240267	70.85	3.04
dye-titration	B1	241517	71.06	3.06
dye-titration	B1	242784	71.26	3.06
dye-titration	B1	244050	71.46	3.07
dye-titration	B1	245317	71.67	3.09
dye-titration	B1	246567	71.91	3.09
dye-titration	B1	247833	72.08	3.11
dye-titration	B1	249100	72.29	3.12
dye-titration	B1	250350	72.49	3.11
dye-titration	B1	251617	72.73	3.12
dye-titration	B1	252883	72.93	3.11
dye-titration	B1	254133	73.11	3.11
dye-titration	B1	255400	73.31	3.13
dye-titration	B1	256667	73.55	3.11
dye-titration	B1	257917	73.74	3.12
dye-titration	B1	259200	73.95	3.1
dye-titration	B1	260450	74.15	3.09
dye-titration	B1	261717	74.36	3.08
dye-titration	B1	262967	74.57	3.09
dye-titration	B1	264233	74.77	3.08
dye-titration	B1	265500	74.94	3.08
dye-titration	B1	266767	75.18	3.06
dye-titration	B1	268033	75.38	3.03
dye-titration	B1	269300	75.62	3.02
dye-titration	B1	270567	75.8	3.03
dye-titration	B1	271817	76	3.01
dye-titration	B1	273083	76.22	2.99
dye-titration	B1	274350	76.46	2.98
dye-titration	B1	275617	76.64	2.97
dye-titration	B1	276867	76.84	2.96
dye-titration	B1	278133	77.02	2.95
dye-titration	B1	279417	77.26	2.94
dye-titration	B1	280667	77.48	2.92
dye-titration	B1	281933	77.66	2.9
dye-titration	B1	283183	77.84	2.9
dye-titration	B1	284433	78.07	2.87
dye-titration	B1	285700	78.28	2.86
dye-titration	B1	286950	78.52	2.86
dye-titration	B1	288217	78.68	2.83
dye-titration	B1	289467	78.89	2.82
dye-titration	B1	290750	79.13	2.81
dye-titration	B1	292017	79.32	2.79
dye-titration	B1	293283	79.53	2.79
dye-titration	B1	294533	79.71	2.77
dye-titration	B1	295800	79.93	2.75
dye-titration	B1	297050	80.17	2.73
dye-titration	B1	298317	80.35	2.72
dye-titration	B1	299567	80.55	2.71
dye-titration	B1	300817	80.76	2.69
dye-titration	B1	302083	80.97	2.66
dye-titration	B1	303350	81.18	2.66
dye-titration	B1	304600	81.38	2.63
dye-titration	B1	305867	81.59	2.64
dye-titration	B1	307133	81.8	2.6
dye-titration	B1	308400	82	2.6
dye-titration	B1	309667	82.21	2.58
dye-titration	B1	310933	82.39	2.57
dye-titration	B1	312200	82.62	2.55
dye-titration	B1	313467	82.83	2.54
dye-titration	B1	314717	83.05	2.51
dye-titration	B1	315983	83.22	2.51
dye-titration	B1	317250	83.43	2.48
dye-titration	B1	318517	83.67	2.46
dye-titration	B1	319784	83.87	2.45
dye-titration	B1	321050	84.08	2.44
dye-titration	B1	322317	84.24	2.42
dye-titration	B1	323567	84.47	2.4
dye-titration	B1	324833	84.68	2.38
dye-titration	B2	20750	34.97	1.68
dye-titration	B2	22000	35.02	1.7
dye-titration	B2	23250	35.21	1.69
dye-titration	B2	24517	35.51	1.68
dye-titration	B2	25767	35.75	1.68
dye-titration	B2	27017	35.9	1.68
dye-titration	B2	28283	36.14	1.67
dye-titration	B2	29533	36.39	1.68
dye-titration	B2	30800	36.53	1.68
dye-titration	B2	32067	36.78	1.67
dye-titration	B2	33333	37	1.68
dye-titration	B2	34600	37.19	1.67
dye-titration	B2	35850	37.38	1.67
dye-titration	B2	37117	37.61	1.66
dye-titration	B2	38383	37.84	1.66
dye-titration	B2	39633	38.03	1.66
dye-titration	B2	40900	38.25	1.66
dye-titration	B2	42167	38.43	1.66
dye-titration	B2	43433	38.63	1.66
dye-titration	B2	44700	38.86	1.67
dye-titration	B2	45950	39.03	1.66
dye-titration	B2	47217	39.26	1.67
dye-titration	B2	48483	39.48	1.66
dye-titration	B2	49733	39.7	1.65
dye-titration	B2	51000	39.88	1.66
dye-titration	B2	52250	40.09	1.66
dye-titration	B2	53517	40.27	1.66
dye-titration	B2	54767	40.54	1.66
dye-titration	B2	56033	40.71	1.65
dye-titration	B2	57300	40.92	1.65
dye-titration	B2	58550	41.09	1.66
dye-titration	B2	59817	41.31	1.66
dye-titration	B2	61083	41.49	1.66
dye-titration	B2	62350	41.73	1.66
dye-titration	B2	63617	41.94	1.66
dye-titration	B2	64883	42.19	1.66
dye-titration	B2	66133	42.4	1.67
dye-titration	B2	67400	42.58	1.66
dye-titration	B2	68650	42.78	1.67
dye-titration	B2	69917	42.95	1.68
dye-titration	B2	71167	43.19	1.67
dye-titration	B2	72433	43.39	1.67
dye-titration	B2	73700	43.6	1.68
dye-titration	B2	74967	43.8	1.69
dye-titration	B2	76233	44	1.68
dye-titration	B2	77500	44.21	1.68
dye-titration	B2	78767	44.45	1.69
dye-titration	B2	80033	44.64	1.68
dye-titration	B2	81283	44.85	1.69
dye-titration	B2	82550	45.05	1.7
dye-titration	B2	83800	45.24	1.68
dye-titration	B2	85067	45.44	1.69
dye-titration	B2	86333	45.67	1.69
dye-titration	B2	87583	45.86	1.69
dye-titration	B2	88867	46.09	1.71
dye-titration	B2	90117	46.29	1.7
dye-titration	B2	91383	46.49	1.7
dye-titration	B2	92650	46.68	1.7
dye-titration	B2	93917	46.9	1.7
dye-titration	B2	95167	47.13	1.71
dye-titration	B2	96417	47.28	1.7
dye-titration	B2	97683	47.51	1.72
dye-titration	B2	98950	47.7	1.71
dye-titration	B2	100217	47.92	1.71
dye-titration	B2	101483	48.14	1.7
dye-titration	B2	102733	48.36	1.72
dye-titration	B2	104000	48.55	1.71
dye-titration	B2	105267	48.77	1.71
dye-titration	B2	106533	48.96	1.71
dye-titration	B2	107800	49.18	1.71
dye-titration	B2	109050	49.39	1.72
dye-titration	B2	110317	49.58	1.73
dye-titration	B2	111583	49.8	1.74
dye-titration	B2	112833	49.95	1.73
dye-titration	B2	114100	50.19	1.73
dye-titration	B2	115367	50.41	1.72
dye-titration	B2	116633	50.61	1.72
dye-titration	B2	117900	50.83	1.73
dye-titration	B2	119150	51.04	1.75
dye-titration	B2	120417	51.22	1.74
dye-titration	B2	121683	51.47	1.74
dye-titration	B2	122933	51.65	1.76
dye-titration	B2	124183	51.85	1.76
dye-titration	B2	125450	52.06	1.76
dye-titration	B2	126717	52.28	1.76
dye-titration	B2	127967	52.49	1.76
dye-titration	B2	129233	52.7	1.76
dye-titration	B2	130483	52.9	1.76
dye-titration	B2	131750	53.1	1.78
dye-titration	B2	133000	53.28	1.79
dye-titration	B2	134267	53.51	1.79
dye-titration	B2	135517	53.72	1.8
dye-titration	B2	136784	53.93	1.81
dye-titration	B2	138033	54.09	1.79
dye-titration	B2	139300	54.29	1.81
dye-titration	B2	140567	54.56	1.82
dye-titration	B2	141833	54.73	1.82
dye-titration	B2	143100	54.97	1.83
dye-titration	B2	144350	55.16	1.84
dye-titration	B2	145617	55.34	1.85
dye-titration	B2	146867	55.59	1.86
dye-titration	B2	148150	55.79	1.86
dye-titration	B2	149417	55.99	1.88
dye-titration	B2	150667	56.19	1.89
dye-titration	B2	151933	56.36	1.9
dye-titration	B2	153217	56.61	1.89
dye-titration	B2	154467	56.84	1.92
dye-titration	B2	155733	57.01	1.93
dye-titration	B2	157000	57.24	1.94
dye-titration	B2	158267	57.4	1.96
dye-titration	B2	159533	57.63	1.96
dye-titration	B2	160784	57.85	1.99
dye-titration	B2	162050	58.07	1.99
dye-titration	B2	163317	58.26	2
dye-titration	B2	164583	58.46	2.03
dye-titration	B2	165833	58.69	2.05
dye-titration	B2	167100	58.88	2.07
dye-titration	B2	168350	59.06	2.09
dye-titration	B2	169633	59.28	2.1
dye-titration	B2	170883	59.51	2.12
dye-titration	B2	172133	59.7	2.13
dye-titration	B2	173383	59.92	2.17
dye-titration	B2	174650	60.11	2.17
dye-titration	B2	175900	60.29	2.2
dye-titration	B2	177167	60.55	2.21
dye-titration	B2	178417	60.74	2.23
dye-titration	B2	179683	60.95	2.25
dye-titration	B2	180933	61.12	2.29
dye-titration	B2	182183	61.34	2.32
dye-titration	B2	183467	61.57	2.33
dye-titration	B2	184717	61.76	2.39
dye-titration	B2	185983	61.98	2.42
dye-titration	B2	187250	62.17	2.44
dye-titration	B2	188517	62.36	2.5
dye-titration	B2	189767	62.61	2.53
dye-titration	B2	191050	62.81	2.58
dye-titration	B2	192300	63.03	2.62
dye-titration	B2	193567	63.18	2.66
dye-titration	B2	194833	63.42	2.72
dye-titration	B2	196100	63.64	2.77
dye-titration	B2	197367	63.86	2.8
dye-titration	B2	198617	64.03	2.86
dye-titration	B2	199883	64.24	2.9
dye-titration	B2	201150	64.46	2.97
dye-titration	B2	202417	64.67	3.02
dye-titration	B2	203683	64.88	3.09
dye-titration	B2	204950	65.07	3.15
dye-titration	B2	206217	65.27	3.22
dye-titration	B2	207483	65.51	3.27
dye-titration	B2	208733	65.7	3.38
dye-titration	B2	210017	65.87	3.44
dye-titration	B2	211267	66.09	3.52
dye-titration	B2	212533	66.3	3.63
dye-titration	B2	213784	66.53	3.7
dye-titration	B2	215050	66.74	3.79
dye-titration	B2	216317	66.92	3.87
dye-titration	B2	217567	67.16	3.97
dye-titration	B2	218817	67.34	4.07
dye-titration	B2	220083	67.56	4.19
dye-titration	B2	221350	67.75	4.29
dye-titration	B2	222600	67.96	4.38
dye-titration	B2	223867	68.17	4.47
dye-titration	B2	225117	68.41	4.59
dye-titration	B2	226367	68.56	4.67
dye-titration	B2	227633	68.76	4.76
dye-titration	B2	228883	68.99	4.86
dye-titration	B2	230150	69.2	4.94
dye-titration	B2	231417	69.41	5.02
dye-titration	B2	232667	69.62	5.1
dye-titration	B2	233950	69.83	5.18
dye-titration	B2	235217	70.03	5.23
dye-titration	B2	236467	70.26	5.3
dye-titration	B2	237733	70.41	5.35
dye-titration	B2	239000	70.65	5.4
dye-titration	B2	240267	70.85	5.45
dye-titration	B2	241517	71.06	5.47
dye-titration	B2	242784	71.26	5.5
dye-titration	B2	244050	71.46	5.53
dye-titration	B2	245317	71.67	5.54
dye-titration	B2	246567	71.91	5.56
dye-titration	B2	247833	72.08	5.58
dye-titration	B2	249100	72.29	5.59
dye-titration	B2	250350	72.49	5.6
dye-titration	B2	251617	72.73	5.58
dye-titration	B2	252883	72.93	5.58
dye-titration	B2	254133	73.11	5.58
dye-titration	B2	255400	73.31	5.58
dye-titration	B2	256667	73.55	5.58
dye-titration	B2	257917	73.74	5.53
dye-titration	B2	259200	73.95	5.52
dye-titration	B2	260450	74.15	5.5
dye-titration	B2	261717	74.36	5.48
dye-titration	B2	262967	74.57	5.47
dye-titration	B2	264233	74.77	5.46
dye-titration	B2	265500	74.94	5.42
dye-titration	B2	266767	75.18	5.38
dye-titration	B2	268033	75.38	5.37
dye-titration	B2	269300	75.62	5.32
dye-titration	B2	270567	75.8	5.3
dye-titration	B2	271817	76	5.28
dye-titration	B2	273083	76.22	5.24
dye-titration	B2	274350	76.46	5.21
dye-titration	B2	275617	76.64	5.17
dye-titration	B2	276867	76.84	5.14
dye-titration	B2	278133	77.02	5.1
dye-titration	B2	279417	77.26	5.08
dye-titration	B2	280667	77.48	5.04
dye-titration	B2	281933	77.66	5.03
dye-titration	B2	283183	77.84	4.97
dye-titration	B2	284433	78.07	4.94
dye-titration	B2	285700	78.28	4.89
dye-titration	B2	286950	78.52	4.89
dye-titration	B2	288217	78.68	4.83
dye-titration	B2	289467	78.89	4.8
dye-titration	B2	290750	79.13	4.76
dye-titration	B2	292017	79.32	4.72
dye-titration	B2	293283	79.53	4.69
dye-titration	B2	294533	79.71	4.66
dye-titration	B2	295800	79.93	4.62
dye-titration	B2	297050	80.17	4.59
dye-titration	B2	298317	80.35	4.55
dye-titration	B2	299567	80.55	4.5
dye-titration	B2	300817	80.76	4.48
dye-titration	B2	302083	80.97	4.42
dye-titration	B2	303350	81.18	4.38
dye-titration	B2	304600	81.38	4.34
dye-titration	B2	305867	81.59	4.33
dye-titration	B2	307133	81.8	4.27
dye-titration	B2	308400	82	4.24
dye-titration	B2	309667	82.21	4.18
dye-titration	B2	310933	82.39	4.17
dye-titration	B2	312200	82.62	4.11
dye-titration	B2	313467	82.83	4.08
dye-titration	B2	314717	83.05	4.05
dye-titration	B2	315983	83.22	4.01
dye-titration	B2	317250	83.43	3.95
dye-titration	B2	318517	83.67	3.91
dye-titration	B2	319784	83.87	3.88
dye-titration	B2	321050	84.08	3.82
dye-titration	B2	322317	84.24	3.79
dye-titration	B2	323567	84.47	3.74
dye-titration	B2	324833	84.68	3.69
dye-titration	B3	20750	34.97	1.34
dye-titration	B3	22000	35.02	1.34
dye-titration	B3	23250	35.21	1.33
dye-titration	B3	24517	35.51	1.34
dye-titration	B3	25767	35.75	1.34
dye-titration	B3	27017	35.9	1.33
dye-titration	B3	28283	36.14	1.34
dye-titration	B3	29533	36.39	1.35
dye-titration	B3	30800	36.53	1.34
dye-titration	B3	32067	36.78	1.34
dye-titration	B3	33333	37	1.34
dye-titration	B3	34600	37.19	1.34
dye-titration	B3	35850	37.38	1.35
dye-titration	B3	37117	37.61	1.35
dye-titration	B3	38383	37.84	1.34
dye-titration	B3	39633	38.03	1.33
dye-titration	B3	40900	38.25	1.33
dye-titration	B3	42167	38.43	1.33
dye-titration	B3	43433	38.63	1.34
dye-titration	B3	44700	38.86	1.35
dye-titration	B3	45950	39.03	1.36
dye-titration	B3	47217	39.26	1.34
dye-titration	B3	48483	39.48	1.34
dye-titration	B3	49733	39.7	1.34
dye-titration	B3	51000	39.88	1.35
dye-titration	B3	52250	40.09	1.34
dye-titration	B3	53517	40.27	1.35
dye-titration	B3	54767	40.54	1.36
dye-titration	B3	56033	40.71	1.34
dye-titration	B3	57300	40.92	1.35
dye-titration	B3	58550	41.09	1.36
dye-titration	B3	59817	41.31	1.36
dye-titration	B3	61083	41.49	1.36
dye-titration	B3	62350	41.73	1.36
dye-titration	B3	63617	41.94	1.36
dye-titration	B3	64883	42.19	1.36
dye-titration	B3	66133	42.4	1.37
dye-titration	B3	67400	42.58	1.37
dye-titration	B3	68650	42.78	1.37
dye-titration	B3	69917	42.95	1.39
dye-titration	B3	71167	43.19	1.38
dye-titration	B3	72433	43.39	1.38
dye-titration	B3	73700	43.6	1.39
dye-titration	B3	74967	43.8	1.4
dye-titration	B3	76233	44	1.39
dye-titration	B3	77500	44.21	1.4
dye-titration	B3	78767	44.45	1.4
dye-titration	B3	80033	44.64	1.39
dye-titration	B3	81283	44.85	1.4
dye-titration	B3	82550	45.05	1.42
dye-titration	B3	83800	45.24	1.41
dye-titration	B3	85067	45.44	1.4
dye-titration	B3	86333	45.67	1.41
dye-titration	B3	87583	45.86	1.41
dye-titration	B3	88867	46.09	1.41
dye-titration	B3	90117	46.29	1.43
dye-titration	B3	91383	46.49	1.43
dye-titration	B3	92650	46.68	1.43
dye-titration	B3	93917	46.9	1.43
dye-titration	B3	95167	47.13	1.43
dye-titration	B3	96417	47.28	1.43
dye-titration	B3	97683	47.51	1.43
dye-titration	B3	98950	47.7	1.43
dye-titration	B3	100217	47.92	1.44
dye-titration	B3	101483	48.14	1.44
dye-titration	B3	102733	48.36	1.44
dye-titration	B3	104000	48.55	1.44
dye-titration	B3	105267	48.77	1.44
