file_number	well_number	temperature	intensity	first_derivative
54	170	63.6	2.25	0.195
54	170	64.8	2.52	0.257
54	170	66	2.87	0.324
54	170	67.2	3.3	0.38
54	170	68.4	3.77	0.398
54	170	69.6	4.23	0.354
54	170	70.8	4.59	0.24
54	170	72	4.8	0.111
54	170	73.2	4.86	-0.009
54	170	74.4	4.79	-0.093
54	170	75.6	4.65	-0.136
54	170	76.8	4.47	-0.157
54	170	78	4.27	-0.178
54	170	79.2	4.05	-0.187
54	170	80.4	3.82	-0.193
54	170	81.6	3.59	-0.199
54	170	82.8	3.34	-0.2
54	170	84	3.1	-0.208
54	170	85.2	2.84	-0.217
54	170	86.4	2.58	-0.222
54	170	87.6	2.31	-0.222
54	170	88.8	2.05	-0.213
54	170	90	1.81	-0.191
54	171	30	1.62	-0.004
54	171	31.2	1.61	-0.016
54	171	32.4	1.58	-0.02
54	171	33.6	1.56	-0.017
54	171	34.8	1.54	-0.018
54	171	36	1.52	-0.019
54	171	37.2	1.5	-0.012
54	171	38.4	1.49	-0.009
54	171	39.6	1.48	-0.01
54	171	40.8	1.46	-0.011
54	171	42	1.45	-0.006
54	171	43.2	1.45	-0.002
54	171	44.4	1.45	0.003
54	171	45.6	1.45	0.006
54	171	46.8	1.46	0.005
54	171	48	1.47	0.011
54	171	49.2	1.49	0.018
54	171	50.4	1.51	0.023
54	171	51.6	1.55	0.032
54	171	52.8	1.59	0.041
54	171	54	1.64	0.047
54	171	55.2	1.71	0.06
54	171	56.4	1.79	0.074
54	171	57.6	1.88	0.089
54	171	58.8	2	0.105
54	171	60	2.14	0.121
54	171	61.2	2.3	0.147
54	171	62.4	2.49	0.184
54	171	63.6	2.74	0.238
54	171	64.8	3.07	0.306
54	171	66	3.48	0.379
54	171	67.2	3.98	0.452
54	171	68.4	4.54	0.465
54	171	69.6	5.07	0.407
54	171	70.8	5.49	0.277
54	171	72	5.72	0.119
54	171	73.2	5.77	-0.023
54	171	74.4	5.69	-0.111
54	171	75.6	5.52	-0.169
54	171	76.8	5.3	-0.201
54	171	78	5.04	-0.223
54	171	79.2	4.77	-0.229
54	171	80.4	4.5	-0.233
54	171	81.6	4.21	-0.236
54	171	82.8	3.92	-0.242
54	171	84	3.62	-0.258
54	171	85.2	3.31	-0.266
54	171	86.4	2.99	-0.268
54	171	87.6	2.67	-0.26
54	171	88.8	2.36	-0.248
54	171	90	2.08	-0.232
54	172	30	1.57	-0.007
54	172	31.2	1.56	-0.017
54	172	32.4	1.54	-0.018
54	172	33.6	1.52	-0.012
54	172	34.8	1.5	-0.014
54	172	36	1.49	-0.014
54	172	37.2	1.47	-0.007
54	172	38.4	1.46	-0.009
54	172	39.6	1.45	-0.013
54	172	40.8	1.44	-0.007
54	172	42	1.43	-0.002
54	172	43.2	1.43	-0.001
54	172	44.4	1.43	0
54	172	45.6	1.43	0.003
54	172	46.8	1.44	0.003
54	172	48	1.45	0.012
54	172	49.2	1.47	0.018
54	172	50.4	1.49	0.015
54	172	51.6	1.51	0.028
54	172	52.8	1.55	0.04
54	172	54	1.6	0.041
54	172	55.2	1.66	0.052
54	172	56.4	1.73	0.068
54	172	57.6	1.82	0.081
54	172	58.8	1.92	0.097
54	172	60	2.05	0.113
54	172	61.2	2.2	0.131
54	172	62.4	2.38	0.169
54	172	63.6	2.61	0.226
54	172	64.8	2.92	0.286
54	172	66	3.3	0.356
54	172	67.2	3.77	0.429
54	172	68.4	4.3	0.443
54	172	69.6	4.81	0.39
54	172	70.8	5.21	0.27
54	172	72	5.45	0.123
54	172	73.2	5.51	-0.012
54	172	74.4	5.44	-0.095
54	172	75.6	5.29	-0.151
54	172	76.8	5.08	-0.19
54	172	78	4.85	-0.203
54	172	79.2	4.6	-0.213
54	172	80.4	4.33	-0.226
54	172	81.6	4.06	-0.227
54	172	82.8	3.78	-0.231
54	172	84	3.5	-0.248
54	172	85.2	3.2	-0.253
54	172	86.4	2.89	-0.252
54	172	87.6	2.59	-0.25
54	172	88.8	2.3	-0.239
54	172	90	2.02	-0.217
54	173	30	11.99	-0.029
54	173	31.2	11.95	-0.037
54	173	32.4	11.9	-0.045
54	173	33.6	11.84	-0.054
54	173	34.8	11.76	-0.067
54	173	36	11.68	-0.075
54	173	37.2	11.58	-0.083
54	173	38.4	11.48	-0.084
54	173	39.6	11.38	-0.089
54	173	40.8	11.26	-0.101
54	173	42	11.14	-0.106
54	173	43.2	11.01	-0.113
54	173	44.4	10.87	-0.118
54	173	45.6	10.73	-0.124
54	173	46.8	10.57	-0.136
54	173	48	10.4	-0.156
54	173	49.2	10.2	-0.167
54	173	50.4	10	-0.182
54	173	51.6	9.76	-0.221
54	173	52.8	9.47	-0.258
54	173	54	9.15	-0.279
54	173	55.2	8.8	-0.307
54	173	56.4	8.41	-0.349
54	173	57.6	7.96	-0.39
54	173	58.8	7.46	-0.442
54	173	60	6.89	-0.519
54	173	61.2	6.2	-0.617
54	173	62.4	5.43	-0.658
54	173	63.6	4.66	-0.6
54	173	64.8	4.06	-0.378
54	173	66	3.79	-0.065
54	173	67.2	3.92	0.264
54	173	68.4	4.34	0.418
54	173	69.6	4.86	0.429
54	173	70.8	5.32	0.312
54	173	72	5.6	0.153
54	173	73.2	5.69	0.004
54	173	74.4	5.63	-0.09
54	173	75.6	5.49	-0.15
54	173	76.8	5.28	-0.185
54	173	78	5.04	-0.209
54	173	79.2	4.79	-0.222
54	173	80.4	4.52	-0.228
54	173	81.6	4.24	-0.234
54	173	82.8	3.95	-0.239
54	173	84	3.66	-0.251
54	173	85.2	3.35	-0.261
54	173	86.4	3.04	-0.267
54	173	87.6	2.72	-0.258
54	173	88.8	2.42	-0.24
54	173	90	2.15	-0.214
54	174	30	1.65	-0.017
54	174	31.2	1.63	-0.02
54	174	32.4	1.6	-0.017
54	174	33.6	1.59	-0.012
54	174	34.8	1.57	-0.016
54	174	36	1.55	-0.015
54	174	37.2	1.54	-0.009
54	174	38.4	1.53	-0.007
54	174	39.6	1.52	-0.01
54	174	40.8	1.5	-0.01
54	174	42	1.5	-0.004
54	174	43.2	1.5	0.001
54	174	44.4	1.5	0
54	174	45.6	1.5	0.002
54	174	46.8	1.5	0.007
54	174	48	1.51	0.009
54	174	49.2	1.52	0.015
54	174	50.4	1.55	0.024
54	174	51.6	1.58	0.031
54	174	52.8	1.62	0.038
54	174	54	1.67	0.042
54	174	55.2	1.73	0.054
54	174	56.4	1.8	0.069
54	174	57.6	1.89	0.087
54	174	58.8	2.01	0.101
54	174	60	2.14	0.115
54	174	61.2	2.29	0.14
54	174	62.4	2.48	0.175
54	174	63.6	2.72	0.221
54	174	64.8	3.02	0.294
54	174	66	3.42	0.37
54	174	67.2	3.9	0.429
54	174	68.4	4.43	0.45
54	174	69.6	4.96	0.408
54	174	70.8	5.38	0.286
54	174	72	5.64	0.147
54	174	73.2	5.73	0.013
54	174	74.4	5.67	-0.095
54	174	75.6	5.52	-0.154
54	174	76.8	5.32	-0.191
54	174	78	5.07	-0.21
54	174	79.2	4.81	-0.223
54	174	80.4	4.54	-0.234
54	174	81.6	4.26	-0.235
54	174	82.8	3.97	-0.242
54	174	84	3.67	-0.252
54	174	85.2	3.36	-0.262
54	174	86.4	3.05	-0.268
54	174	87.6	2.72	-0.265
54	174	88.8	2.42	-0.247
54	174	90	2.14	-0.213
54	175	30	1.53	-0.02
54	175	31.2	1.51	-0.014
54	175	32.4	1.5	-0.013
54	175	33.6	1.48	-0.016
54	175	34.8	1.46	-0.014
54	175	36	1.45	-0.011
54	175	37.2	1.43	-0.006
54	175	38.4	1.42	-0.01
54	175	39.6	1.41	-0.012
54	175	40.8	1.4	-0.005
54	175	42	1.4	-0.002
54	175	43.2	1.4	0.001
54	175	44.4	1.4	-0.002
54	175	45.6	1.39	0.001
54	175	46.8	1.4	0.007
54	175	48	1.41	0.01
54	175	49.2	1.42	0.015
54	175	50.4	1.45	0.021
54	175	51.6	1.48	0.027
54	175	52.8	1.51	0.033
54	175	54	1.56	0.043
54	175	55.2	1.61	0.052
54	175	56.4	1.68	0.064
54	175	57.6	1.78	0.087
54	175	58.8	1.89	0.097
54	175	60	2.01	0.108
54	175	61.2	2.15	0.132
54	175	62.4	2.33	0.164
54	175	63.6	2.55	0.213
54	175	64.8	2.85	0.273
54	175	66	3.21	0.339
54	175	67.2	3.66	0.409
54	175	68.4	4.17	0.427
54	175	69.6	4.66	0.387
54	175	70.8	5.07	0.281
54	175	72	5.33	0.14
54	175	73.2	5.41	0.009
54	175	74.4	5.36	-0.083
54	175	75.6	5.22	-0.145
54	175	76.8	5.02	-0.176
54	175	78	4.8	-0.201
54	175	79.2	4.55	-0.216
54	175	80.4	4.29	-0.22
54	175	81.6	4.02	-0.223
54	175	82.8	3.75	-0.227
54	175	84	3.47	-0.243
54	175	85.2	3.17	-0.251
54	175	86.4	2.87	-0.254
54	175	87.6	2.56	-0.251
54	175	88.8	2.27	-0.236
54	175	90	2	-0.212
54	176	30	1.45	-0.006
54	176	31.2	1.44	-0.012
54	176	32.4	1.42	-0.015
54	176	33.6	1.4	-0.014
54	176	34.8	1.39	-0.014
54	176	36	1.37	-0.013
54	176	37.2	1.36	-0.009
54	176	38.4	1.35	-0.009
54	176	39.6	1.33	-0.009
54	176	40.8	1.33	-0.006
54	176	42	1.32	-0.006
54	176	43.2	1.31	-0.003
54	176	44.4	1.31	0.003
54	176	45.6	1.32	0.007
54	176	46.8	1.33	0.007
54	176	48	1.34	0.008
54	176	49.2	1.35	0.015
54	176	50.4	1.37	0.018
54	176	51.6	1.4	0.025
54	176	52.8	1.43	0.033
54	176	54	1.47	0.041
54	176	55.2	1.53	0.052
54	176	56.4	1.6	0.061
54	176	57.6	1.68	0.073
54	176	58.8	1.77	0.09
54	176	60	1.89	0.11
54	176	61.2	2.04	0.129
54	176	62.4	2.21	0.156
54	176	63.6	2.42	0.195
54	176	64.8	2.68	0.252
54	176	66	3.02	0.316
54	176	67.2	3.44	0.372
54	176	68.4	3.9	0.39
54	176	69.6	4.35	0.355
54	176	70.8	4.72	0.254
54	176	72	4.96	0.131
54	176	73.2	5.04	0.012
54	176	74.4	5	-0.078
54	176	75.6	4.86	-0.134
54	176	76.8	4.68	-0.157
54	176	78	4.48	-0.182
54	176	79.2	4.25	-0.196
54	176	80.4	4.02	-0.201
54	176	81.6	3.77	-0.206
54	176	82.8	3.52	-0.212
54	176	84	3.26	-0.222
54	176	85.2	2.99	-0.23
54	176	86.4	2.71	-0.235
54	176	87.6	2.43	-0.232
54	176	88.8	2.16	-0.215
54	176	90	1.91	-0.184
54	177	30	1.69	-0.029
54	177	31.2	1.66	-0.019
54	177	32.4	1.64	-0.015
54	177	33.6	1.62	-0.016
54	177	34.8	1.6	-0.014
54	177	36	1.59	-0.013
54	177	37.2	1.57	-0.014
54	177	38.4	1.56	-0.009
54	177	39.6	1.55	-0.007
54	177	40.8	1.54	-0.008
54	177	42	1.53	-0.004
54	177	43.2	1.53	-0.002
54	177	44.4	1.52	0
54	177	45.6	1.53	0.004
54	177	46.8	1.53	0.007
54	177	48	1.54	0.012
54	177	49.2	1.56	0.015
54	177	50.4	1.58	0.021
54	177	51.6	1.61	0.034
54	177	52.8	1.66	0.045
54	177	54	1.72	0.053
54	177	55.2	1.78	0.06
54	177	56.4	1.86	0.072
54	177	57.6	1.96	0.09
54	177	58.8	2.08	0.111
54	177	60	2.23	0.132
54	177	61.2	2.39	0.151
54	177	62.4	2.6	0.185
54	177	63.6	2.85	0.238
54	177	64.8	3.18	0.312
54	177	66	3.6	0.394
54	177	67.2	4.12	0.467
54	177	68.4	4.7	0.483
54	177	69.6	5.25	0.43
54	177	70.8	5.7	0.304
54	177	72	5.97	0.145
54	177	73.2	6.05	-0.001
54	177	74.4	5.99	-0.099
54	177	75.6	5.82	-0.167
54	177	76.8	5.6	-0.208
54	177	78	5.33	-0.227
54	177	79.2	5.05	-0.238
54	177	80.4	4.76	-0.249
54	177	81.6	4.46	-0.25
54	177	82.8	4.16	-0.257
54	177	84	3.84	-0.269
54	177	85.2	3.51	-0.279
54	177	86.4	3.17	-0.281
54	177	87.6	2.83	-0.28
54	177	88.8	2.51	-0.258
54	177	90	2.22	-0.213
54	178	30	3.68	-0.028
54	178	31.2	3.64	-0.035
54	178	32.4	3.59	-0.036
54	178	33.6	3.55	-0.032
54	178	34.8	3.52	-0.021
54	178	36	3.5	-0.01
54	178	37.2	3.5	-0.003
54	178	38.4	3.5	0.009
54	178	39.6	3.52	0.024
54	178	40.8	3.56	0.041
54	178	42	3.62	0.06
54	178	43.2	3.7	0.075
54	178	44.4	3.79	0.08
54	178	45.6	3.89	0.08
54	178	46.8	3.99	0.079
54	178	48	4.08	0.082
54	178	49.2	4.18	0.084
54	178	50.4	4.28	0.083
54	178	51.6	4.38	0.075
54	178	52.8	4.47	0.071
54	178	54	4.56	0.079
54	178	55.2	4.65	0.081
54	178	56.4	4.75	0.089
54	178	57.6	4.87	0.099
54	178	58.8	5	0.113
54	178	60	5.15	0.135
54	178	61.2	5.32	0.163
54	178	62.4	5.55	0.217
54	178	63.6	5.85	0.279
54	178	64.8	6.22	0.344
54	178	66	6.67	0.396
54	178	67.2	7.16	0.421
54	178	68.4	7.66	0.406
54	178	69.6	8.11	0.33
54	178	70.8	8.42	0.185
54	178	72	8.55	0.028
54	178	73.2	8.49	-0.103
54	178	74.4	8.32	-0.195
54	178	75.6	8.04	-0.258
54	178	76.8	7.71	-0.288
54	178	78	7.36	-0.306
54	178	79.2	6.98	-0.317
54	178	80.4	6.6	-0.323
54	178	81.6	6.21	-0.335
54	178	82.8	5.8	-0.343
54	178	84	5.39	-0.342
54	178	85.2	4.97	-0.358
54	178	86.4	4.53	-0.367
54	178	87.6	4.1	-0.352
54	178	88.8	3.69	-0.332
54	178	90	3.31	-0.305
54	179	30	13.48	-0.142
54	179	31.2	13.28	-0.188
54	179	32.4	13.04	-0.204
54	179	33.6	12.8	-0.194
54	179	34.8	12.56	-0.212
54	179	36	12.3	-0.213
54	179	37.2	12.06	-0.186
54	179	38.4	11.85	-0.179
54	179	39.6	11.64	-0.178
54	179	40.8	11.43	-0.162
54	179	42	11.24	-0.15
54	179	43.2	11.06	-0.141
54	179	44.4	10.9	-0.143
54	179	45.6	10.73	-0.141
54	179	46.8	10.56	-0.14
54	179	48	10.38	-0.164
54	179	49.2	10.17	-0.18
54	179	50.4	9.95	-0.187
54	179	51.6	9.73	-0.176
54	179	52.8	9.52	-0.158
54	179	54	9.35	-0.141
54	179	55.2	9.18	-0.135
54	179	56.4	9.02	-0.127
54	179	57.6	8.88	-0.107
54	179	58.8	8.75	-0.103
54	179	60	8.63	-0.108
54	179	61.2	8.5	-0.098
54	179	62.4	8.39	-0.091
54	179	63.6	8.28	-0.094
54	179	64.8	8.18	-0.087
54	179	66	8.07	-0.081
54	179	67.2	7.97	-0.072
54	179	68.4	7.89	-0.077
54	179	69.6	7.79	-0.096
54	179	70.8	7.66	-0.115
54	179	72	7.5	-0.15
54	179	73.2	7.3	-0.189
54	179	74.4	7.05	-0.213
54	179	75.6	6.79	-0.229
54	179	76.8	6.5	-0.241
54	179	78	6.21	-0.244
54	179	79.2	5.92	-0.247
54	179	80.4	5.62	-0.246
54	179	81.6	5.33	-0.241
54	179	82.8	5.05	-0.237
54	179	84	4.76	-0.234
54	179	85.2	4.48	-0.23
54	179	86.4	4.21	-0.226
54	179	87.6	3.94	-0.221
54	179	88.8	3.68	-0.211
54	179	90	3.44	-0.197
54	180	30	1.65	-0.008
54	180	31.2	1.64	-0.014
54	180	32.4	1.62	-0.016
54	180	33.6	1.6	-0.014
54	180	34.8	1.59	-0.017
54	180	36	1.57	-0.016
54	180	37.2	1.56	-0.007
54	180	38.4	1.55	-0.009
54	180	39.6	1.53	-0.009
54	180	40.8	1.53	-0.004
54	180	42	1.52	-0.003
54	180	43.2	1.52	-0.001
54	180	44.4	1.52	0
54	180	45.6	1.52	0.004
54	180	46.8	1.53	0.011
54	180	48	1.54	0.011
54	180	49.2	1.56	0.015
54	180	50.4	1.58	0.021
54	180	51.6	1.61	0.032
54	180	52.8	1.66	0.043
54	180	54	1.71	0.05
54	180	55.2	1.78	0.063
54	180	56.4	1.86	0.076
54	180	57.6	1.96	0.088
54	180	58.8	2.07	0.105
54	180	60	2.21	0.125
54	180	61.2	2.38	0.149
54	180	62.4	2.58	0.188
54	180	63.6	2.84	0.244
54	180	64.8	3.17	0.31
54	180	66	3.58	0.39
54	180	67.2	4.1	0.463
54	180	68.4	4.67	0.48
54	180	69.6	5.23	0.434
54	180	70.8	5.68	0.302
54	180	72	5.95	0.15
54	180	73.2	6.04	0.011
54	180	74.4	5.98	-0.102
54	180	75.6	5.82	-0.167
54	180	76.8	5.6	-0.196
54	180	78	5.34	-0.223
54	180	79.2	5.07	-0.238
54	180	80.4	4.78	-0.242
54	180	81.6	4.48	-0.249
54	180	82.8	4.18	-0.259
54	180	84	3.86	-0.268
54	180	85.2	3.53	-0.278
54	180	86.4	3.2	-0.284
54	180	87.6	2.86	-0.281
54	180	88.8	2.53	-0.259
54	180	90	2.24	-0.22
54	181	30	1.6	-0.016
54	181	31.2	1.58	-0.012
54	181	32.4	1.57	-0.013
54	181	33.6	1.55	-0.019
54	181	34.8	1.53	-0.014
54	181	36	1.51	-0.009
54	181	37.2	1.5	-0.01
54	181	38.4	1.49	-0.006
54	181	39.6	1.49	-0.005
54	181	40.8	1.48	-0.003
54	181	42	1.48	-0.001
54	181	43.2	1.48	0.001
54	181	44.4	1.48	0.006
54	181	45.6	1.49	0.009
54	181	46.8	1.5	0.012
54	181	48	1.52	0.018
54	181	49.2	1.55	0.022
54	181	50.4	1.58	0.031
54	181	51.6	1.62	0.041
54	181	52.8	1.67	0.049
54	181	54	1.74	0.055
54	181	55.2	1.81	0.066
54	181	56.4	1.9	0.083
54	181	57.6	2.01	0.099
54	181	58.8	2.14	0.112
54	181	60	2.28	0.126
54	181	61.2	2.44	0.151
54	181	62.4	2.64	0.188
54	181	63.6	2.9	0.243
54	181	64.8	3.24	0.319
54	181	66	3.67	0.396
54	181	67.2	4.18	0.466
54	181	68.4	4.76	0.478
54	181	69.6	5.31	0.42
54	181	70.8	5.74	0.288
54	181	72	6	0.139
54	181	73.2	6.08	0.006
54	181	74.4	6.02	-0.097
54	181	75.6	5.86	-0.162
54	181	76.8	5.65	-0.196
54	181	78	5.4	-0.215
54	181	79.2	5.13	-0.23
54	181	80.4	4.85	-0.243
54	181	81.6	4.55	-0.248
54	181	82.8	4.25	-0.252
54	181	84	3.94	-0.264
54	181	85.2	3.62	-0.276
54	181	86.4	3.28	-0.28
54	181	87.6	2.94	-0.28
54	181	88.8	2.62	-0.261
54	181	90	2.32	-0.226
54	182	30	1.27	0.005
54	182	31.2	1.27	-0.011
54	182	32.4	1.25	-0.017
54	182	33.6	1.23	-0.015
54	182	34.8	1.22	-0.015
54	182	36	1.2	-0.018
54	182	37.2	1.17	-0.017
54	182	38.4	1.16	-0.011
54	182	39.6	1.15	-0.009
54	182	40.8	1.14	-0.011
54	182	42	1.12	-0.01
54	182	43.2	1.11	-0.011
54	182	44.4	1.1	-0.006
54	182	45.6	1.1	0
54	182	46.8	1.1	0
54	182	48	1.1	-0.001
54	182	49.2	1.1	0.002
54	182	50.4	1.1	0.004
54	182	51.6	1.11	0.007
54	182	52.8	1.12	0.011
54	182	54	1.14	0.019
54	182	55.2	1.17	0.028
54	182	56.4	1.2	0.034
54	182	57.6	1.25	0.043
54	182	58.8	1.31	0.056
54	182	60	1.39	0.071
54	182	61.2	1.48	0.088
54	182	62.4	1.6	0.118
54	182	63.6	1.77	0.157
54	182	64.8	1.98	0.193
54	182	66	2.24	0.238
54	182	67.2	2.55	0.288
54	182	68.4	2.91	0.309
54	182	69.6	3.28	0.308
54	182	70.8	3.64	0.266
54	182	72	3.91	0.193
54	182	73.2	4.09	0.109
54	182	74.4	4.17	0.032
54	182	75.6	4.18	-0.012
54	182	76.8	4.15	-0.039
54	182	78	4.09	-0.064
54	182	79.2	4.01	-0.083
54	182	80.4	3.9	-0.097
54	182	81.6	3.77	-0.121
54	182	82.8	3.61	-0.145
54	182	84	3.42	-0.172
54	182	85.2	3.2	-0.2
54	182	86.4	2.94	-0.224
54	182	87.6	2.66	-0.238
54	182	88.8	2.38	-0.23
54	182	90	2.12	-0.199
54	183	30	1.63	0
54	183	31.2	1.62	-0.013
54	183	32.4	1.6	-0.017
54	183	33.6	1.58	-0.014
54	183	34.8	1.57	-0.013
54	183	36	1.55	-0.013
54	183	37.2	1.54	-0.009
54	183	38.4	1.53	-0.008
54	183	39.6	1.52	-0.01
54	183	40.8	1.51	-0.005
54	183	42	1.5	-0.003
54	183	43.2	1.5	-0.004
54	183	44.4	1.5	0.001
54	183	45.6	1.5	0.006
54	183	46.8	1.51	0.005
54	183	48	1.52	0.008
54	183	49.2	1.53	0.015
54	183	50.4	1.55	0.024
54	183	51.6	1.59	0.029
54	183	52.8	1.62	0.034
54	183	54	1.67	0.047
54	183	55.2	1.73	0.055
54	183	56.4	1.8	0.065
54	183	57.6	1.89	0.085
54	183	58.8	2.01	0.102
54	183	60	2.14	0.118
54	183	61.2	2.3	0.144
54	183	62.4	2.49	0.178
54	183	63.6	2.73	0.223
54	183	64.8	3.03	0.284
54	183	66	3.41	0.352
54	183	67.2	3.88	0.417
54	183	68.4	4.39	0.432
54	183	69.6	4.89	0.387
54	183	70.8	5.29	0.275
54	183	72	5.54	0.136
54	183	73.2	5.62	0.007
54	183	74.4	5.57	-0.089
54	183	75.6	5.42	-0.149
54	183	76.8	5.22	-0.18
54	183	78	4.99	-0.202
54	183	79.2	4.73	-0.217
54	183	80.4	4.47	-0.228
54	183	81.6	4.19	-0.232
54	183	82.8	3.91	-0.237
54	183	84	3.63	-0.238
54	183	85.2	3.33	-0.254
54	183	86.4	3.02	-0.263
54	183	87.6	2.71	-0.255
54	183	88.8	2.41	-0.241
54	183	90	2.13	-0.22
54	184	30	2.15	0.008
54	184	31.2	2.14	-0.026
54	184	32.4	2.1	-0.033
54	184	33.6	2.07	-0.024
54	184	34.8	2.04	-0.027
54	184	36	2	-0.029
54	184	37.2	1.97	-0.021
54	184	38.4	1.95	-0.021
54	184	39.6	1.92	-0.022
54	184	40.8	1.9	-0.016
54	184	42	1.88	-0.014
54	184	43.2	1.87	-0.014
54	184	44.4	1.85	-0.009
54	184	45.6	1.85	-0.007
54	184	46.8	1.84	-0.006
54	184	48	1.83	-0.004
54	184	49.2	1.83	-0.001
54	184	50.4	1.83	0.009
54	184	51.6	1.85	0.016
54	184	52.8	1.87	0.021
54	184	54	1.9	0.033
54	184	55.2	1.94	0.046
54	184	56.4	2.01	0.065
54	184	57.6	2.1	0.076
54	184	58.8	2.2	0.09
54	184	60	2.32	0.111
54	184	61.2	2.46	0.127
54	184	62.4	2.63	0.163
54	184	63.6	2.86	0.22
54	184	64.8	3.16	0.28
54	184	66	3.54	0.352
54	184	67.2	4	0.429
54	184	68.4	4.55	0.468
54	184	69.6	5.1	0.441
54	184	70.8	5.57	0.325
54	184	72	5.87	0.169
54	184	73.2	5.97	0.014
54	184	74.4	5.92	-0.089
54	184	75.6	5.77	-0.158
54	184	76.8	5.55	-0.199
54	184	78	5.3	-0.221
54	184	79.2	5.03	-0.232
54	184	80.4	4.74	-0.242
54	184	81.6	4.45	-0.242
54	184	82.8	4.16	-0.244
54	184	84	3.86	-0.255
54	184	85.2	3.55	-0.265
54	184	86.4	3.22	-0.27
54	184	87.6	2.9	-0.267
54	184	88.8	2.59	-0.254
54	184	90	2.3	-0.231
54	185	30	2.3	-0.026
54	185	31.2	2.26	-0.044
54	185	32.4	2.2	-0.049
54	185	33.6	2.15	-0.044
54	185	34.8	2.1	-0.043
54	185	36	2.05	-0.041
54	185	37.2	2	-0.032
54	185	38.4	1.97	-0.032
54	185	39.6	1.93	-0.031
54	185	40.8	1.9	-0.018
54	185	42	1.88	-0.016
54	185	43.2	1.85	-0.02
54	185	44.4	1.83	-0.015
54	185	45.6	1.82	-0.012
54	185	46.8	1.81	-0.007
54	185	48	1.8	-0.005
54	185	49.2	1.79	-0.001
54	185	50.4	1.8	0.003
54	185	51.6	1.81	0.014
54	185	52.8	1.83	0.026
54	185	54	1.87	0.029
54	185	55.2	1.91	0.041
54	185	56.4	1.97	0.057
54	185	57.6	2.04	0.071
54	185	58.8	2.14	0.091
54	185	60	2.26	0.113
54	185	61.2	2.42	0.14
54	185	62.4	2.6	0.173
54	185	63.6	2.84	0.222
54	185	64.8	3.15	0.3
54	185	66	3.56	0.391
54	185	67.2	4.09	0.483
54	185	68.4	4.69	0.516
54	185	69.6	5.3	0.466
54	185	70.8	5.78	0.321
54	185	72	6.06	0.153
54	185	73.2	6.14	0.001
54	185	74.4	6.08	-0.103
54	185	75.6	5.91	-0.169
54	185	76.8	5.68	-0.209
54	185	78	5.42	-0.222
54	185	79.2	5.15	-0.231
54	185	80.4	4.87	-0.247
54	185	81.6	4.56	-0.249
54	185	82.8	4.26	-0.248
54	185	84	3.96	-0.263
54	185	85.2	3.64	-0.275
54	185	86.4	3.3	-0.284
54	185	87.6	2.96	-0.28
54	185	88.8	2.64	-0.257
54	185	90	2.35	-0.214
54	186	30	18.41	-0.053
54	186	31.2	18.27	-0.172
54	186	32.4	18.02	-0.225
54	186	33.6	17.75	-0.225
54	186	34.8	17.48	-0.219
54	186	36	17.22	-0.206
54	186	37.2	16.99	-0.187
54	186	38.4	16.78	-0.16
54	186	39.6	16.61	-0.129
54	186	40.8	16.47	-0.094
54	186	42	16.4	-0.031
54	186	43.2	16.41	0.04
54	186	44.4	16.5	0.131
54	186	45.6	16.72	0.222
54	186	46.8	17.03	0.301
54	186	48	17.45	0.383
54	186	49.2	17.95	0.444
54	186	50.4	18.51	0.487
54	186	51.6	19.1	0.487
54	186	52.8	19.66	0.428
54	186	54	20.11	0.314
54	186	55.2	20.4	0.16
54	186	56.4	20.49	0
54	186	57.6	20.4	-0.12
54	186	58.8	20.23	-0.146
54	186	60	20.08	-0.103
54	186	61.2	19.99	-0.034
54	186	62.4	19.99	0.022
54	186	63.6	20.04	0.05
54	186	64.8	20.09	0.047
54	186	66	20.14	0.029
54	186	67.2	20.16	-0.011
54	186	68.4	20.11	-0.08
54	186	69.6	19.97	-0.159
54	186	70.8	19.74	-0.223
54	186	72	19.42	-0.293
54	186	73.2	19.03	-0.351
54	186	74.4	18.59	-0.384
54	186	75.6	18.11	-0.416
54	186	76.8	17.6	-0.435
54	186	78	17.08	-0.433
54	186	79.2	16.55	-0.438
54	186	80.4	16.02	-0.451
54	186	81.6	15.48	-0.444
54	186	82.8	14.95	-0.437
54	186	84	14.42	-0.459
54	186	85.2	13.86	-0.459
54	186	86.4	13.32	-0.441
54	186	87.6	12.78	-0.446
54	186	88.8	12.25	-0.442
54	186	90	11.73	-0.427
54	187	30	1.69	-0.01
54	187	31.2	1.67	-0.014
54	187	32.4	1.66	-0.015
54	187	33.6	1.64	-0.015
54	187	34.8	1.62	-0.012
54	187	36	1.61	-0.011
54	187	37.2	1.59	-0.012
54	187	38.4	1.58	-0.008
54	187	39.6	1.58	-0.004
54	187	40.8	1.57	-0.009
54	187	42	1.56	-0.006
54	187	43.2	1.56	0.001
54	187	44.4	1.56	0.002
54	187	45.6	1.56	0.002
54	187	46.8	1.56	0.004
54	187	48	1.57	0.011
54	187	49.2	1.59	0.017
54	187	50.4	1.61	0.025
54	187	51.6	1.64	0.029
54	187	52.8	1.68	0.035
54	187	54	1.73	0.044
54	187	55.2	1.79	0.057
54	187	56.4	1.87	0.069
54	187	57.6	1.95	0.078
54	187	58.8	2.06	0.098
54	187	60	2.19	0.116
54	187	61.2	2.34	0.138
54	187	62.4	2.52	0.172
